row,studyID,authors,year,title,journal,species,n,female,dropout,age,site,attempt_replication,successful_replication,species_comparison,notes
364,71,"Bosc, Bioulac, Langbour, Nguyen, Goillandeau, Dehay, Burbaud, Michelet",2017,Checking behavior in rhesus monkeys is related to anxiety and frontal activity,Scientific Reports,rhesus macaque,2,0,0,adult,Institut des Maladies Neurodégénératives,no,NA,no,NA
365,73,"Grueneisen, Duguid, Saur, Tomasello",2017,"Children, chimpanzees, and bonobos adjust the visibility of their actions for cooperators and competitors",Scientific Reports,chimpanzee,8,3,3,adult,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
366,73,"Grueneisen, Duguid, Saur, Tomasello",2017,"Children, chimpanzees, and bonobos adjust the visibility of their actions for cooperators and competitors",Scientific Reports,bonobo,4,3,3,adult,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
367,96,"Koomen, Herrmann",2018,Chimpanzees overcome the tragedy of the commons with dominance,Scientific Reports,chimpanzee,31,16,24,NA,Ngamba Island Chimpanzee Sanctuary,no,NA,no,NA
368,87,"Imura, Masuda, Wada, Tomonaga, Okajima",2016,Chimpanzees can visually perceive differences in the freshness of foods,Scientific Reports,chimpanzee,3,2,0,adult,Primate Research Institute,no,NA,no,NA
369,547,"Luncz, Falótico, Pascual-Garrido, Corat, Mosley, Haslam",2016,Wild capuchin monkeys adjust stone tools according to changing nut properties,Scientific Reports,bearded capuchin,29,19,0,adult,Serra da Capivara National Park,no,NA,no,NA
370,95,"Knofe, Engelmann, Tomasello, Herrmann",2019,Chimpanzees monopolize and children take turns in a limited resource problem,Scientific Reports,chimpanzee,12,7,4,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
371,389,"Pritsch, Telkemeyer, Mühlenbeck, Liebal",2017,Perception of facial expressions reveals selective affect-biased attention in humans and orangutans,Scientific Reports,orangutan,8,5,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
372,39,"Hosokawa, Honda, Yamada, Romero, Iijima, Tsutsui",2018,Behavioral evidence for the use of functional categories during group reversal task performance in monkeys,Scientific Reports,Japanese macaque,2,0,0,mixed,Tohoku University,no,NA,no,NA
373,461,"Margiotoudi, Allritz, Bohn, Pulvermüller",2019,Sound symbolic congruency detection in humans but not in great apes,Scientific Reports,chimpanzee,6,3,NA,NA,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
374,461,"Margiotoudi, Allritz, Bohn, Pulvermüller",2019,Sound symbolic congruency detection in humans but not in great apes,Scientific Reports,Western gorilla,2,2,NA,NA,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
375,433,"Furuyama, Kobayasi, Riquimaroux",2016,Role of vocal tract characteristics in individual discrimination by Japanese macaques (Macaca fuscata),Scientific Reports,Japanese macaque,2,0,NA,adult,Doshisha University,no,NA,no,NA
376,455,"Ballesta, Mosher, Szep, Fischl, Gothard",2016,Social determinants of eyeblinks in adult male macaques,Scientific Reports,rhesus macaque,4,0,NA,adult,University of Arizona,no,NA,no,NA
377,399,"Masataka, Koda, Atsumi, Satoh, Lipp",2018,Preferential attentional engagement drives attentional bias to snakes in Japanese macaques (Macaca fuscata) and humans (Homo sapiens),Scientific Reports,Japanese macaque,3,3,NA,adult,Primate Research Institute,no,NA,no,NA
378,429,"Templer, Brown, Hampton",2018,Rhesus monkeys metacognitively monitor memories of the order of events,Scientific Reports,rhesus macaque,6,0,0,adult,Yerkes National Primate Research Center,no,NA,no,NA
379,269,"Murphy, Dettmer",2019,Impacts of early social experience on cognitive development in infant rhesus macaques,Developmental Psychobiology,rhesus macaque,39,18,0,infant,Laboratory of Comparative Ethology,no,NA,no,NA
380,225,"Troisi, Hoppitt, Ruiz-Miranda, Laland",2018,Food-Offering Calls in Wild Golden Lion Tamarins (Leontopithecus rosalia): Evidence for Teaching Behavior?,International Journal of Primatology,golden lion tamarin,33,16,NA,mixed,Poço das Antas Biological Reserve & Fazenda Afetiva-Jorge,no,NA,no,NA
381,256,"Brazidec, Herrel, Thomas, Grégoire, Aujard, Pouydebat",2017,How Aging Affects Grasping Behavior and Pull Strength in Captive Gray Mouse Lemurs (Microcebus murinus),International Journal of Primatology,gray mouse lemur,20,9,NA,adult,Laboratoire d’Ecologie Générale du Muséum National d’Histoire Naturelle,no,NA,no,NA
382,476,"Lucie Rigaill, Suda-Hashimoto, Ducroix, Mouri, Furuichi, Garcia",2017,Testing for Links Between Female Urine Odor and Male Sexual Behaviors in Japanese Macaques (Macaca fuscata),International Journal of Primatology,Japanese macaque,3,0,3,adult,Primate Research Institute,no,NA,no,NA
383,205,"Thomas, Herrel, Hardy, Aujard, Pouydebat",2016,Exploration Behavior and Morphology are Correlated in Captive Gray Mouse Lemurs (Microcebus murinus),International Journal of Primatology,gray mouse lemur,72,40,NA,adult,Laboratoire d’Ecologie Générale du Muséum National d’Histoire Naturelle,no,NA,no,NA
384,224,"Gustafsson, Jalme, Bomsel, Krief",2014,Food Neophobia and Social Learning Opportunities in Great Apes,International Journal of Primatology,Bornean orangutan,7,NA,NA,mixed,Zoo Beauval,no,NA,yes,NA
385,224,"Gustafsson, Jalme, Bomsel, Krief",2014,Food Neophobia and Social Learning Opportunities in Great Apes,International Journal of Primatology,Bornean orangutan,3,2,NA,adult,Zoo La Palmyre,no,NA,yes,NA
386,224,"Gustafsson, Jalme, Bomsel, Krief",2014,Food Neophobia and Social Learning Opportunities in Great Apes,International Journal of Primatology,Sumatran orangutan,7,NA,NA,mixed,Zoo La Boissière du Doré,no,NA,yes,NA
387,224,"Gustafsson, Jalme, Bomsel, Krief",2014,Food Neophobia and Social Learning Opportunities in Great Apes,International Journal of Primatology,orangutan,2,2,NA,adult,Zoo La Boissière du Doré,no,NA,yes,NA
388,224,"Gustafsson, Jalme, Bomsel, Krief",2014,Food Neophobia and Social Learning Opportunities in Great Apes,International Journal of Primatology,orangutan,2,2,NA,adult,Zoo La Palmyre,no,NA,yes,NA
389,224,"Gustafsson, Jalme, Bomsel, Krief",2014,Food Neophobia and Social Learning Opportunities in Great Apes,International Journal of Primatology,Western gorilla,5,NA,NA,mixed,Zoo La Boissière du Doré,no,NA,yes,NA
390,224,"Gustafsson, Jalme, Bomsel, Krief",2014,Food Neophobia and Social Learning Opportunities in Great Apes,International Journal of Primatology,Western gorilla,3,2,NA,adult,Zoo La Palmyre,no,NA,yes,NA
391,224,"Gustafsson, Jalme, Bomsel, Krief",2014,Food Neophobia and Social Learning Opportunities in Great Apes,International Journal of Primatology,Western gorilla,5,4,NA,adult,Zoo Beauval,no,NA,yes,NA
392,224,"Gustafsson, Jalme, Bomsel, Krief",2014,Food Neophobia and Social Learning Opportunities in Great Apes,International Journal of Primatology,chimpanzee,8,NA,NA,mixed,Zoo La Palmyre,no,NA,yes,NA
393,224,"Gustafsson, Jalme, Bomsel, Krief",2014,Food Neophobia and Social Learning Opportunities in Great Apes,International Journal of Primatology,chimpanzee,14,NA,NA,mixed,Zoo Beauval,no,NA,yes,NA
394,409,"Fawcett, Dettmer, Kay, Raveendran, Higley, Ryan, Cameron, Rogers",2014,Quantitative Genetics of Response to Novelty and Other Stimuli by Infant Rhesus Macaques (Macaca mulatta) Across Three Behavioral Assessments,International Journal of Primatology,rhesus macaque,428,224,NA,infant,Oregon National Primate Research Center,yes,yes,no,NA
395,320,"Tujague, Janson. Lahitte",2014,Long-Term Spatial Memory and Learning Set Formation in Captive Capuchin Monkeys (Cebus libidinosus = Sapajus cay),International Journal of Primatology,bearded capuchin,14,NA,NA,mixed,La Plata Zoo and Botanical Park,no,NA,no,NA
396,290,"Zarei, Sheibani, Mansouri",2019,Interaction of music and emotional stimuli in modulating working memory in macaque monkeys,American Journal of Primatology,rhesus macaque,4,2,0,adult,NA,no,NA,no,NA
397,263,"Sheehan, Papworth",2019,"Human speech reduces pygmy marmoset (Cebuella pygmaea) feeding and resting at a Peruvian tourist site, with louder volumes decreasing visibility",American Journal of Primatology,pygmy marmoset,NA,NA,NA,mixed,Área de Conservación Regional Comunal de Tamshiyacu-Tahuayo,no,NA,no,NA
398,58,"Smith, Leverett, Wilson, Brosnan",2019,"Capuchin monkeys (Sapajus[Cebus]apella) play Nash equilibria in dynamic games, but their decisions are likely not influenced by oxytocin",American Journal of Primatology,tufted capuchin,12,7,0,adult,Language Research Center,no,NA,no,NA
399,143,"Coss, Cavanaugh, Brennan",2019,Development of snake-directed antipredator behavior by wild white-faced capuchin monkeys: III. the signaling properties of alarm-call tonality,American Journal of Primatology,white-faced capuchin,NA,NA,NA,mixed,Lomas Barbudal Biological Reserve,no,NA,no,NA
400,373,"Workman, Healey, Carlotto, Lacreuse",2019,One-year change in cognitive flexibility and fine motor function in middle-aged male and female marmosets (Callithrix jacchus),American Journal of Primatology,common marmoset,22,12,0,adult,University of Massachusetts Amherst,no,NA,no,NA
401,146,"Forss, Motes-Rodrigo, Hrubesch, Tennie",2019,Differences in novel food response between Pongo and Pan,American Journal of Primatology,chimpanzee,7,NA,NA,mixed,Basel Zoo,no,NA,yes,NA
402,146,"Forss, Motes-Rodrigo, Hrubesch, Tennie",2019,Differences in novel food response between Pongo and Pan,American Journal of Primatology,chimpanzee,21,NA,NA,mixed,Leintalzoo,no,NA,yes,NA
403,146,"Forss, Motes-Rodrigo, Hrubesch, Tennie",2019,Differences in novel food response between Pongo and Pan,American Journal of Primatology,chimpanzee,40,NA,NA,mixed,Ngamba Island Chimpanzee Sanctuary,no,NA,yes,NA
404,146,"Forss, Motes-Rodrigo, Hrubesch, Tennie",2019,Differences in novel food response between Pongo and Pan,American Journal of Primatology,bonobo,9,NA,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
405,146,"Forss, Motes-Rodrigo, Hrubesch, Tennie",2019,Differences in novel food response between Pongo and Pan,American Journal of Primatology,bonobo,11,NA,NA,mixed,Frankfurt Zoo,no,NA,yes,NA
406,146,"Forss, Motes-Rodrigo, Hrubesch, Tennie",2019,Differences in novel food response between Pongo and Pan,American Journal of Primatology,bonobo,3,NA,NA,mixed,Berlin Zoo,no,NA,yes,NA
407,271,"Bandini, Tennie",2019,Individual acquisition of “stick pounding” behavior by naïve chimpanzees,American Journal of Primatology,chimpanzee,90,NA,NA,NA,Chimfunshi Wildlife Orphanage,no,NA,no,NA
408,366,"Ryan, Freeman, Murai, Lau, Palumbo, Hogrefe, Bales, Bauman",2019,Non-invasive Eye Tracking Methods for New World and Old World Monkeys,Frontiers in Behavioural Neuroscience,rhesus macaque,10,7,NA,mixed,California National Primate Research Center,no,NA,no,NA
409,366,"Ryan, Freeman, Murai, Lau, Palumbo, Hogrefe, Bales, Bauman",2019,Non-invasive Eye Tracking Methods for New World and Old World Monkeys,Frontiers in Behavioural Neuroscience,coppery titi monkey,19,10,NA,mixed,California National Primate Research Center,no,NA,no,NA
410,183,"Freeman, Rebout, Bales",2018,Effect of reward type on object discrimination learning in socially monogamous coppery titi monkeys (Callicebus cupreus),American Journal of Primatology,coppery titi monkey,11,4,17,adult,California National Primate Research Center,no,NA,no,NA
411,274,"Larke, Toubiana, Lindsay, Mendoza, Bales",2017,Infant titi monkey behavior in the open field test and the effect of early adversity,American Journal of Primatology,coppery titi monkey,25,13,NA,infant,California National Primate Research Center,no,NA,no,NA
412,26,"Eckert, Rakoczy, Call",2017,Are great apes able to reason from multi-item samples to populations of food items?,American Journal of Primatology,chimpanzee,10,8,1,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
413,26,"Eckert, Rakoczy, Call",2017,Are great apes able to reason from multi-item samples to populations of food items?,American Journal of Primatology,bonobo,6,5,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
414,26,"Eckert, Rakoczy, Call",2017,Are great apes able to reason from multi-item samples to populations of food items?,American Journal of Primatology,Western gorilla,5,4,0,adult,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
415,26,"Eckert, Rakoczy, Call",2017,Are great apes able to reason from multi-item samples to populations of food items?,American Journal of Primatology,Sumatran orangutan,6,4,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
416,486,"Koomen, Herrmann",2018,The effects of social context and food abundance on chimpanzee feeding competition,American Journal of Primatology,chimpanzee,20,9,0,adult,Ngamba Island Chimpanzee Sanctuary,no,NA,no,NA
417,231,"Parron, Meguerditchian",2016,Gaze following in baboons (Papio anubis): juveniles adjust their gaze and body position to human's head redirections,American Journal of Primatology,olive baboon,54,34,NA,mixed,CNRS Primate Centre in Rousset-sur-Arc,no,NA,no,NA
418,351,"Bennett, Perkins, Tenpas, Reinebach, Pierre",2016,Moving evidence into practice: cost analysis and assessment of Macaques’ sustained behavioral engagement with videogames and foraging devices,American Journal of Primatology,rhesus macaque,11,0,1,adult,Harlow Center for Biological Psychology,no,NA,no,NA
419,421,"Hamel, Lutz, Coleman, Worlein, Peterson, Rosenberg, Novak, Meyer",2016,Responses to the Human Intruder Test Are Related to Hair Cortisol Phenotype and Sex in Rhesus Macaques (Macaca mulatta),American Journal of Primatology,rhesus macaque,145,65,NA,mixed,Washington National Primate Research Center,no,NA,no,NA
420,421,"Hamel, Lutz, Coleman, Worlein, Peterson, Rosenberg, Novak, Meyer",2016,Responses to the Human Intruder Test Are Related to Hair Cortisol Phenotype and Sex in Rhesus Macaques (Macaca mulatta),American Journal of Primatology,rhesus macaque,0,0,NA,mixed,Oregon National Primate Research Center,no,NA,no,NA
421,421,"Hamel, Lutz, Coleman, Worlein, Peterson, Rosenberg, Novak, Meyer",2016,Responses to the Human Intruder Test Are Related to Hair Cortisol Phenotype and Sex in Rhesus Macaques (Macaca mulatta),American Journal of Primatology,rhesus macaque,0,0,NA,mixed,Southwest National Primate Center,no,NA,no,NA
422,421,"Hamel, Lutz, Coleman, Worlein, Peterson, Rosenberg, Novak, Meyer",2016,Responses to the Human Intruder Test Are Related to Hair Cortisol Phenotype and Sex in Rhesus Macaques (Macaca mulatta),American Journal of Primatology,rhesus macaque,0,0,NA,mixed,New England Primate Research Center,no,NA,no,NA
423,124,"Šlipogor, Gunhold‐de Oliveira, Tadić, Massen , Bugnyar",2016,"Consistent inter‐individual differences in common marmosets (Callithrix jacchus) in Boldness‐Shyness, Stress‐Activity, and Exploration‐Avoidance",American Journal of Primatology,common marmoset,21,9,NA,NA,University of Vienna,NA,NA,no,NA
424,385,"Wombolt, Caine",2016,Patterns on Serpentine Shapes Elicit Visual Attention in Marmosets (Callithrix jacchus),American Journal of Primatology,common marmoset,10,3,NA,mixed,Animal Educators,no,yes,no,"no attempted replication, but yes successful replication?"
425,17,"Mahovetz, Stoinski",2015,Age-Related Motor Dysfunction: Manual Slowing in Gorilla gorilla gorilla,American Journal of Primatology,Western gorilla,12,6,0,adult,Zoo Atlanta,no,NA,no,NA
426,142,"Carp, Rothwell, Bourdon, Freeman, Ferrer, Bales",2016,Development of a Partner Preference Test that Differentiates Between Established Pair Bonds and Other Relationships in Socially Monogamous Titi Monkeys (Callicebus cupreus),American Journal of Primatology,coppery titi monkey,37,25,NA,adult,California National Primate Research Center,no,NA,no,NA
427,306,"Fisher‐Phelps , Mendoza, Serna, Griffin, Schaefer, Jarcho, Ragen, Goetze, Bales",2016,"Laboratory Simulations of Mate-Guarding as a Component of the Pair-Bond in Male Titi Monkeys, Callicebus cupreus",American Journal of Primatology,coppery titi monkey,8,0,NA,adult,California National Primate Research Center,no,NA,no,NA
428,90,"Hopper, Tennie, Ross, Lonsdorf",2015,Chimpanzees Create and Modify Probe Tools Functionally: A Study With Zoo‐Housed Chimpanzees,American Journal of Primatology,chimpanzee,7,4,0,mixed,Lincoln Park Zoo,no,NA,no,NA
429,23,"Bräuer, Call",2015,Apes Produce Tools for Future Use,American Journal of Primatology,chimpanzee,14,10,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,no,NA
430,23,"Bräuer, Call",2015,Apes Produce Tools for Future Use,American Journal of Primatology,bonobo,4,2,0,adult,Wolfgang Köhler Primate Research Center,no,NA,no,NA
431,23,"Bräuer, Call",2015,Apes Produce Tools for Future Use,American Journal of Primatology,Sumatran orangutan,7,6,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,no,NA
432,533,"Bradley, McClung",2015,Vocal Divergence and Discrimination of Long Calls in Tamarins: A Comparison of Allopatric Populations of Saguinus fuscicollis nigrifrons and S. f. lagonotus,American Journal of Primatology,brown-mantled tamarin,NA,NA,NA,NA,Madre Selva Biological Station,no,NA,no,NA
